Pertanyaan,Jawaban
"Apa bidang usaha JAYA ABADI TEKNIK?","JAYA ABADI TEKNIK bergerak di bidang Sub Kontraktor Besar (KONSTRUKSI BAJA BUILDING, SUBKON)."
"Dimana lokasi atau provinsi JAYA ABADI TEKNIK?","JAYA ABADI TEKNIK berlokasi di Jawa Barat."
"Apa kualifikasi perusahaan untuk JAYA ABADI TEKNIK?","Kualifikasi perusahaan JAYA ABADI TEKNIK adalah PT."
"Siapa SANPALA INTICON?","SANPALA INTICON adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier, berlokasi di DKI Jakarta. Kode SBU: PL003."
"Bagaimana status rekanan SANPALA INTICON?","SANPALA INTICON memiliki status rekanan Unverified."
"Apa bidang usaha SANPALA INTICON?","SANPALA INTICON bergerak di bidang Supplier (Tidak diketahui)."
"Dimana lokasi atau provinsi SANPALA INTICON?","SANPALA INTICON berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk SANPALA INTICON?","Kualifikasi perusahaan SANPALA INTICON adalah PT."
"Siapa HAEMES MANDIRI SEJAHTERABANTA?","HAEMES MANDIRI SEJAHTERABANTA adalah vendor dengan status Registered, kualifikasi PT, di bidang Supplier Besar, berlokasi di Jawa Timur. Kode SBU: PL004."
"Bagaimana status rekanan HAEMES MANDIRI SEJAHTERABANTA?","HAEMES MANDIRI SEJAHTERABANTA memiliki status rekanan Registered."
"Apa bidang usaha HAEMES MANDIRI SEJAHTERABANTA?","HAEMES MANDIRI SEJAHTERABANTA bergerak di bidang Supplier Besar (Tidak diketahui)."
"Dimana lokasi atau provinsi HAEMES MANDIRI SEJAHTERABANTA?","HAEMES MANDIRI SEJAHTERABANTA berlokasi di Jawa Timur."
"Apa kualifikasi perusahaan untuk HAEMES MANDIRI SEJAHTERABANTA?","Kualifikasi perusahaan HAEMES MANDIRI SEJAHTERABANTA adalah PT."
"Siapa GUDANG GAJAH LESTARI?","GUDANG GAJAH LESTARI adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, kualifikasi CV, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Bali. Kode SBU: BG003."
"Bagaimana status rekanan GUDANG GAJAH LESTARI?","GUDANG GAJAH LESTARI memiliki status rekanan Calon Rekanan Waskita Approved Level 1."
"Apa bidang usaha GUDANG GAJAH LESTARI?","GUDANG GAJAH LESTARI bergerak di bidang Sub Kontraktor Kecil dan Menengah (KONSTRUKSI BANGUNAN HUNIAN / RUMAH / BANGUNAN BERTINGKAT, SUBKON)."
"Dimana lokasi atau provinsi GUDANG GAJAH LESTARI?","GUDANG GAJAH LESTARI berlokasi di Bali."
"Apa kualifikasi perusahaan untuk GUDANG GAJAH LESTARI?","Kualifikasi perusahaan GUDANG GAJAH LESTARI adalah CV."
"Siapa CLIMINDO JAYA?","CLIMINDO JAYA adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di DKI Jakarta. Kode SBU: BS002."
"Bagaimana status rekanan CLIMINDO JAYA?","CLIMINDO JAYA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha CLIMINDO JAYA?","CLIMINDO JAYA bergerak di bidang Sub Kontraktor Kecil dan Menengah (UTILITAS MECHANICAL ELECTRICAL ELECTRONIC PLUMBING / MEEP, SUBKON)."
"Dimana lokasi atau provinsi CLIMINDO JAYA?","CLIMINDO JAYA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk CLIMINDO JAYA?","Kualifikasi perusahaan CLIMINDO JAYA adalah PT."
"Siapa PIRANTI GEMILANG MANDIRI?","PIRANTI GEMILANG MANDIRI adalah vendor dengan status Registered, kualifikasi CV, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di Jawa Barat. Kode SBU: BS001."
"Bagaimana status rekanan PIRANTI GEMILANG MANDIRI?","PIRANTI GEMILANG MANDIRI memiliki status rekanan Registered."
"Apa bidang usaha PIRANTI GEMILANG MANDIRI?","PIRANTI GEMILANG MANDIRI bergerak di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi (Tidak diketahui)."
"Dimana lokasi atau provinsi PIRANTI GEMILANG MANDIRI?","PIRANTI GEMILANG MANDIRI berlokasi di Jawa Barat."
"Apa kualifikasi perusahaan untuk PIRANTI GEMILANG MANDIRI?","Kualifikasi perusahaan PIRANTI GEMILANG MANDIRI adalah CV."
"Siapa CIPTA KARYA PARAMAYOGA?","CIPTA KARYA PARAMAYOGA adalah vendor dengan status Blacklist, kualifikasi PT, di bidang Supplier Menengah,, berlokasi di DKI Jakarta. Kode SBU: BG006."
"Bagaimana status rekanan CIPTA KARYA PARAMAYOGA?","CIPTA KARYA PARAMAYOGA memiliki status rekanan Blacklist."
"Apa bidang usaha CIPTA KARYA PARAMAYOGA?","CIPTA KARYA PARAMAYOGA bergerak di bidang Supplier Menengah, (AGREGAT & BATU PECAH / BELAH, SUPPLIER ;)."
"Dimana lokasi atau provinsi CIPTA KARYA PARAMAYOGA?","CIPTA KARYA PARAMAYOGA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk CIPTA KARYA PARAMAYOGA?","Kualifikasi perusahaan CIPTA KARYA PARAMAYOGA adalah PT."
"Siapa MEGANTARA AGUNG PERSADA?","MEGANTARA AGUNG PERSADA adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, kualifikasi CV, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Timur. Kode SBU: BG001."
"Bagaimana status rekanan MEGANTARA AGUNG PERSADA?","MEGANTARA AGUNG PERSADA memiliki status rekanan Calon Rekanan Waskita Approved Level 1."
"Apa bidang usaha MEGANTARA AGUNG PERSADA?","MEGANTARA AGUNG PERSADA bergerak di bidang Sub Kontraktor Kecil dan Menengah (KONSTRUKSI BANGUNAN HUNIAN / RUMAH / BANGUNAN BERTINGKAT, SUBKON)."
"Dimana lokasi atau provinsi MEGANTARA AGUNG PERSADA?","MEGANTARA AGUNG PERSADA berlokasi di Jawa Timur."
"Apa kualifikasi perusahaan untuk MEGANTARA AGUNG PERSADA?","Kualifikasi perusahaan MEGANTARA AGUNG PERSADA adalah CV."
"Siapa DIRGANTARA YUDHA ARTHA?","DIRGANTARA YUDHA ARTHA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Menengah, berlokasi di DKI Jakarta. Kode SBU: BS001."
"Bagaimana status rekanan DIRGANTARA YUDHA ARTHA?","DIRGANTARA YUDHA ARTHA memiliki status rekanan Unverified."
"Apa bidang usaha DIRGANTARA YUDHA ARTHA?","DIRGANTARA YUDHA ARTHA bergerak di bidang Supplier Menengah (Tidak diketahui)."
"Dimana lokasi atau provinsi DIRGANTARA YUDHA ARTHA?","DIRGANTARA YUDHA ARTHA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk DIRGANTARA YUDHA ARTHA?","Kualifikasi perusahaan DIRGANTARA YUDHA ARTHA adalah PT."
"Siapa VINCA ROSIANA UTAMA?","VINCA ROSIANA UTAMA adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, kualifikasi PT, di bidang Supplier, berlokasi di DKI Jakarta. Kode SBU: PB010."
"Bagaimana status rekanan VINCA ROSIANA UTAMA?","VINCA ROSIANA UTAMA memiliki status rekanan Calon Rekanan Waskita Approved Level 1."
"Apa bidang usaha VINCA ROSIANA UTAMA?","VINCA ROSIANA UTAMA bergerak di bidang Supplier (Tidak diketahui)."
"Dimana lokasi atau provinsi VINCA ROSIANA UTAMA?","VINCA ROSIANA UTAMA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk VINCA ROSIANA UTAMA?","Kualifikasi perusahaan VINCA ROSIANA UTAMA adalah PT."
"Siapa ARGAMANIK DUTA ANTARI?","ARGAMANIK DUTA ANTARI adalah vendor dengan status Registered, kualifikasi PT, di bidang Supplier Besar,, berlokasi di Kep Riau. Kode SBU: IN008."
"Bagaimana status rekanan ARGAMANIK DUTA ANTARI?","ARGAMANIK DUTA ANTARI memiliki status rekanan Registered."
"Apa bidang usaha ARGAMANIK DUTA ANTARI?","ARGAMANIK DUTA ANTARI bergerak di bidang Supplier Besar, (AGREGAT & BATU PECAH / BELAH, SUPPLIER ;)."
"Dimana lokasi atau provinsi ARGAMANIK DUTA ANTARI?","ARGAMANIK DUTA ANTARI berlokasi di Kep Riau."
"Apa kualifikasi perusahaan untuk ARGAMANIK DUTA ANTARI?","Kualifikasi perusahaan ARGAMANIK DUTA ANTARI adalah PT."
"Siapa PASSOKORANG?","PASSOKORANG adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier, berlokasi di Kep Riau. Kode SBU: BS001."
"Bagaimana status rekanan PASSOKORANG?","PASSOKORANG memiliki status rekanan Unverified."
"Apa bidang usaha PASSOKORANG?","PASSOKORANG bergerak di bidang Supplier (Tidak diketahui)."
"Dimana lokasi atau provinsi PASSOKORANG?","PASSOKORANG berlokasi di Kep Riau."
"Apa kualifikasi perusahaan untuk PASSOKORANG?","Kualifikasi perusahaan PASSOKORANG adalah PT."
"Siapa YUDHA PRATAMA?","YUDHA PRATAMA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Sub Kontraktor Besar, berlokasi di Lampung. Kode SBU: BS001."
"Bagaimana status rekanan YUDHA PRATAMA?","YUDHA PRATAMA memiliki status rekanan Unverified."
"Apa bidang usaha YUDHA PRATAMA?","YUDHA PRATAMA bergerak di bidang Sub Kontraktor Besar (RELOKASI BANGUNAN EKSISTING, SUBKON)."
"Dimana lokasi atau provinsi YUDHA PRATAMA?","YUDHA PRATAMA berlokasi di Lampung."
"Apa kualifikasi perusahaan untuk YUDHA PRATAMA?","Kualifikasi perusahaan YUDHA PRATAMA adalah PT."
"Siapa MANDIRI BERKAH SETIA?","MANDIRI BERKAH SETIA adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Supplier Besar, berlokasi di DKI Jakarta. Kode SBU: BS002."
"Bagaimana status rekanan MANDIRI BERKAH SETIA?","MANDIRI BERKAH SETIA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha MANDIRI BERKAH SETIA?","MANDIRI BERKAH SETIA bergerak di bidang Supplier Besar (AGREGAT & BATU PECAH / BELAH, SUPPLIER ;)."
"Dimana lokasi atau provinsi MANDIRI BERKAH SETIA?","MANDIRI BERKAH SETIA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk MANDIRI BERKAH SETIA?","Kualifikasi perusahaan MANDIRI BERKAH SETIA adalah PT."
"Siapa SARANA JATI RAYA?","SARANA JATI RAYA adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, kualifikasi PT, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Barat. Kode SBU: BS001."
"Bagaimana status rekanan SARANA JATI RAYA?","SARANA JATI RAYA memiliki status rekanan Calon Rekanan Waskita Approved Level 1."
"Apa bidang usaha SARANA JATI RAYA?","SARANA JATI RAYA bergerak di bidang Sub Kontraktor Kecil dan Menengah (ERECTION GIRDER, SUBKON)."
"Dimana lokasi atau provinsi SARANA JATI RAYA?","SARANA JATI RAYA berlokasi di Jawa Barat."
"Apa kualifikasi perusahaan untuk SARANA JATI RAYA?","Kualifikasi perusahaan SARANA JATI RAYA adalah PT."
"Siapa WAAGNER BIRO INDONESIA?","WAAGNER BIRO INDONESIA adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di DKI Jakarta. Kode SBU: KK016."
"Bagaimana status rekanan WAAGNER BIRO INDONESIA?","WAAGNER BIRO INDONESIA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha WAAGNER BIRO INDONESIA?","WAAGNER BIRO INDONESIA bergerak di bidang Sub Kontraktor Kecil dan Menengah (PLUMBING, SUBKON)."
"Dimana lokasi atau provinsi WAAGNER BIRO INDONESIA?","WAAGNER BIRO INDONESIA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk WAAGNER BIRO INDONESIA?","Kualifikasi perusahaan WAAGNER BIRO INDONESIA adalah PT."
"Siapa PT. BIMASAKTI SELULAR INDONESIA?","PT. BIMASAKTI SELULAR INDONESIA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Besar, berlokasi di Jawa Barat. Kode SBU: BS008."
"Bagaimana status rekanan PT. BIMASAKTI SELULAR INDONESIA?","PT. BIMASAKTI SELULAR INDONESIA memiliki status rekanan Unverified."
"Apa bidang usaha PT. BIMASAKTI SELULAR INDONESIA?","PT. BIMASAKTI SELULAR INDONESIA bergerak di bidang Supplier Besar (Tidak diketahui)."
"Dimana lokasi atau provinsi PT. BIMASAKTI SELULAR INDONESIA?","PT. BIMASAKTI SELULAR INDONESIA berlokasi di Jawa Barat."
"Apa kualifikasi perusahaan untuk PT. BIMASAKTI SELULAR INDONESIA?","Kualifikasi perusahaan PT. BIMASAKTI SELULAR INDONESIA adalah PT."
"Siapa WISWANI KHARYA MANDIRI?","WISWANI KHARYA MANDIRI adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Sewa Alat, berlokasi di DKI Jakarta. Kode SBU: BG008."
"Bagaimana status rekanan WISWANI KHARYA MANDIRI?","WISWANI KHARYA MANDIRI memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha WISWANI KHARYA MANDIRI?","WISWANI KHARYA MANDIRI bergerak di bidang Sewa Alat (EXCAVATOR & EXCAVATOR LONG ARM, SEWA)."
"Dimana lokasi atau provinsi WISWANI KHARYA MANDIRI?","WISWANI KHARYA MANDIRI berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk WISWANI KHARYA MANDIRI?","Kualifikasi perusahaan WISWANI KHARYA MANDIRI adalah PT."
"Siapa SUMBER NUSANTARA ADITYA PRATAMA?","SUMBER NUSANTARA ADITYA PRATAMA adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Menengah, berlokasi di Lampung. Kode SBU: PL003."
"Bagaimana status rekanan SUMBER NUSANTARA ADITYA PRATAMA?","SUMBER NUSANTARA ADITYA PRATAMA memiliki status rekanan Unverified."
"Apa bidang usaha SUMBER NUSANTARA ADITYA PRATAMA?","SUMBER NUSANTARA ADITYA PRATAMA bergerak di bidang Supplier Menengah (Tidak diketahui)."
"Dimana lokasi atau provinsi SUMBER NUSANTARA ADITYA PRATAMA?","SUMBER NUSANTARA ADITYA PRATAMA berlokasi di Lampung."
"Apa kualifikasi perusahaan untuk SUMBER NUSANTARA ADITYA PRATAMA?","Kualifikasi perusahaan SUMBER NUSANTARA ADITYA PRATAMA adalah PT."
"Siapa MODECO INTI GROUP?","MODECO INTI GROUP adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Menengah,, berlokasi di DKI Jakarta. Kode SBU: BS001."
"Bagaimana status rekanan MODECO INTI GROUP?","MODECO INTI GROUP memiliki status rekanan Unverified."
"Apa bidang usaha MODECO INTI GROUP?","MODECO INTI GROUP bergerak di bidang Supplier Menengah, (GALIAN & TIMBUNAN, SUBKON)."
"Dimana lokasi atau provinsi MODECO INTI GROUP?","MODECO INTI GROUP berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk MODECO INTI GROUP?","Kualifikasi perusahaan MODECO INTI GROUP adalah PT."
"Siapa Viratama Satya?","Viratama Satya adalah vendor dengan status Unverified, kualifikasi PT, di bidang Sub Kontraktor, berlokasi di Tidak diketahui. Kode SBU: BS001."
"Bagaimana status rekanan Viratama Satya?","Viratama Satya memiliki status rekanan Unverified."
"Apa bidang usaha Viratama Satya?","Viratama Satya bergerak di bidang Sub Kontraktor (Tidak diketahui)."
"Dimana lokasi atau provinsi Viratama Satya?","Viratama Satya berlokasi di Tidak diketahui."
"Apa kualifikasi perusahaan untuk Viratama Satya?","Kualifikasi perusahaan Viratama Satya adalah PT."
"Siapa PT CAHAYA TOTAL NUSANTARA?","PT CAHAYA TOTAL NUSANTARA adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Supplier Besar, berlokasi di DKI Jakarta. Kode SBU: BG009."
"Bagaimana status rekanan PT CAHAYA TOTAL NUSANTARA?","PT CAHAYA TOTAL NUSANTARA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha PT CAHAYA TOTAL NUSANTARA?","PT CAHAYA TOTAL NUSANTARA bergerak di bidang Supplier Besar (ALAT & MATERIAL BANTU PROYEK, SUPPLIER)."
"Dimana lokasi atau provinsi PT CAHAYA TOTAL NUSANTARA?","PT CAHAYA TOTAL NUSANTARA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk PT CAHAYA TOTAL NUSANTARA?","Kualifikasi perusahaan PT CAHAYA TOTAL NUSANTARA adalah PT."
"Siapa CHAIDAR?","CHAIDAR adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Konsultan Konstruksi, berlokasi di DKI Jakarta. Kode SBU: ST001."
"Bagaimana status rekanan CHAIDAR?","CHAIDAR memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha CHAIDAR?","CHAIDAR bergerak di bidang Konsultan Konstruksi (JASA KONSULTANSI JASA REKAYASA KONSTRUKSI, SUBKON ;)."
"Dimana lokasi atau provinsi CHAIDAR?","CHAIDAR berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk CHAIDAR?","Kualifikasi perusahaan CHAIDAR adalah PT."
"Siapa LAKSANA MATRA SEDAYA?","LAKSANA MATRA SEDAYA adalah vendor dengan status Registered, kualifikasi CV, di bidang Supplier Menengah, berlokasi di Banten. Kode SBU: PB004."
"Bagaimana status rekanan LAKSANA MATRA SEDAYA?","LAKSANA MATRA SEDAYA memiliki status rekanan Registered."
"Apa bidang usaha LAKSANA MATRA SEDAYA?","LAKSANA MATRA SEDAYA bergerak di bidang Supplier Menengah (Tidak diketahui)."
"Dimana lokasi atau provinsi LAKSANA MATRA SEDAYA?","LAKSANA MATRA SEDAYA berlokasi di Banten."
"Apa kualifikasi perusahaan untuk LAKSANA MATRA SEDAYA?","Kualifikasi perusahaan LAKSANA MATRA SEDAYA adalah CV."
"Siapa PT ALUMICA BORNEO NUSANTARA?","PT ALUMICA BORNEO NUSANTARA adalah vendor dengan status Rekanan Terseleksi Waskita, kualifikasi Others (Foreign Company), di bidang Supplier Menengah,, berlokasi di DKI Jakarta. Kode SBU: BS001."
"Bagaimana status rekanan PT ALUMICA BORNEO NUSANTARA?","PT ALUMICA BORNEO NUSANTARA memiliki status rekanan Rekanan Terseleksi Waskita."
"Apa bidang usaha PT ALUMICA BORNEO NUSANTARA?","PT ALUMICA BORNEO NUSANTARA bergerak di bidang Supplier Menengah, (ALAT & MATERIAL BANTU PROYEK, SUPPLIER ;)."
"Dimana lokasi atau provinsi PT ALUMICA BORNEO NUSANTARA?","PT ALUMICA BORNEO NUSANTARA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk PT ALUMICA BORNEO NUSANTARA?","Kualifikasi perusahaan PT ALUMICA BORNEO NUSANTARA adalah Others (Foreign Company)."
"Siapa DUA SAUDARA JAYATEKNIK?","DUA SAUDARA JAYATEKNIK adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Supplier Menengah, berlokasi di DKI Jakarta. Kode SBU: IN008."
"Bagaimana status rekanan DUA SAUDARA JAYATEKNIK?","DUA SAUDARA JAYATEKNIK memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha DUA SAUDARA JAYATEKNIK?","DUA SAUDARA JAYATEKNIK bergerak di bidang Supplier Menengah (KONSULTAN MANAJEMEN & BISNIS ;)."
"Dimana lokasi atau provinsi DUA SAUDARA JAYATEKNIK?","DUA SAUDARA JAYATEKNIK berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk DUA SAUDARA JAYATEKNIK?","Kualifikasi perusahaan DUA SAUDARA JAYATEKNIK adalah PT."
"Siapa MENARA EMAS GEMILANG?","MENARA EMAS GEMILANG adalah vendor dengan status Unverified, kualifikasi PT, di bidang Supplier Besar, berlokasi di Banten. Kode SBU: KK001."
"Bagaimana status rekanan MENARA EMAS GEMILANG?","MENARA EMAS GEMILANG memiliki status rekanan Unverified."
"Apa bidang usaha MENARA EMAS GEMILANG?","MENARA EMAS GEMILANG bergerak di bidang Supplier Besar (Tidak diketahui)."
"Dimana lokasi atau provinsi MENARA EMAS GEMILANG?","MENARA EMAS GEMILANG berlokasi di Banten."
"Apa kualifikasi perusahaan untuk MENARA EMAS GEMILANG?","Kualifikasi perusahaan MENARA EMAS GEMILANG adalah PT."
"Siapa WISWAKHARMAN?","WISWAKHARMAN adalah vendor dengan status Rekanan Terdaftar, kualifikasi CV, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di DKI Jakarta. Kode SBU: AL001."
"Bagaimana status rekanan WISWAKHARMAN?","WISWAKHARMAN memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha WISWAKHARMAN?","WISWAKHARMAN bergerak di bidang Sub Kontraktor Kecil dan Menengah (MARKA JALAN, SUBKON ;)."
"Dimana lokasi atau provinsi WISWAKHARMAN?","WISWAKHARMAN berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk WISWAKHARMAN?","Kualifikasi perusahaan WISWAKHARMAN adalah CV."
"Siapa ASRI KEMASINDO?","ASRI KEMASINDO adalah vendor dengan status Rekanan Terdaftar, kualifikasi PT, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di DKI Jakarta. Kode SBU: PL002."
"Bagaimana status rekanan ASRI KEMASINDO?","ASRI KEMASINDO memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha ASRI KEMASINDO?","ASRI KEMASINDO bergerak di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi (EKSPEDISI / ANGKUTAN LAUT & SUNGAI, SUBKON)."
"Dimana lokasi atau provinsi ASRI KEMASINDO?","ASRI KEMASINDO berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk ASRI KEMASINDO?","Kualifikasi perusahaan ASRI KEMASINDO adalah PT."
"Siapa FAS Sinergi Indonesia?","FAS Sinergi Indonesia adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, kualifikasi PT, di bidang Sub Kontraktor Besar, berlokasi di DKI Jakarta. Kode SBU: BG003."
"Bagaimana status rekanan FAS Sinergi Indonesia?","FAS Sinergi Indonesia memiliki status rekanan Calon Rekanan Waskita Approved Level 1."
"Apa bidang usaha FAS Sinergi Indonesia?","FAS Sinergi Indonesia bergerak di bidang Sub Kontraktor Besar (ASPAL & HOTMIX, SUBKON)."
"Dimana lokasi atau provinsi FAS Sinergi Indonesia?","FAS Sinergi Indonesia berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk FAS Sinergi Indonesia?","Kualifikasi perusahaan FAS Sinergi Indonesia adalah PT."
"Siapa RICKY KENCANA SUKSES MANDIRI?","RICKY KENCANA SUKSES MANDIRI adalah vendor dengan status Unverified, kualifikasi PT, di bidang Sub Kontraktor, berlokasi di Banten. Kode SBU: BS001."
"Bagaimana status rekanan RICKY KENCANA SUKSES MANDIRI?","RICKY KENCANA SUKSES MANDIRI memiliki status rekanan Unverified."
"Apa bidang usaha RICKY KENCANA SUKSES MANDIRI?","RICKY KENCANA SUKSES MANDIRI bergerak di bidang Sub Kontraktor (Tidak diketahui)."
"Dimana lokasi atau provinsi RICKY KENCANA SUKSES MANDIRI?","RICKY KENCANA SUKSES MANDIRI berlokasi di Banten."
"Apa kualifikasi perusahaan untuk RICKY KENCANA SUKSES MANDIRI?","Kualifikasi perusahaan RICKY KENCANA SUKSES MANDIRI adalah PT."
"Siapa SEJAHTERA MANDIRI DUARIBU DUA?","SEJAHTERA MANDIRI DUARIBU DUA adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, kualifikasi PT, di bidang Supplier Menengah, berlokasi di DKI Jakarta. Kode SBU: BG005."
"Bagaimana status rekanan SEJAHTERA MANDIRI DUARIBU DUA?","SEJAHTERA MANDIRI DUARIBU DUA memiliki status rekanan Calon Rekanan Waskita Approved Level 1."
"Apa bidang usaha SEJAHTERA MANDIRI DUARIBU DUA?","SEJAHTERA MANDIRI DUARIBU DUA bergerak di bidang Supplier Menengah (PIPA BLACKSTEEL & GALVANIS & VALVE FITTINGS, SUPPLIER)."
"Dimana lokasi atau provinsi SEJAHTERA MANDIRI DUARIBU DUA?","SEJAHTERA MANDIRI DUARIBU DUA berlokasi di DKI Jakarta."
"Apa kualifikasi perusahaan untuk SEJAHTERA MANDIRI DUARIBU DUA?","Kualifikasi perusahaan SEJAHTERA MANDIRI DUARIBU DUA adalah PT."
"Siapa LEMTEK KONSULTAN INDONESIA?","LEMTEK KONSULTAN INDONESIA adalah vendor dengan status Registered, kualifikasi CV, di bidang Supplier Menengah, berlokasi di Nusa Tenggara Timur. Kode SBU: AL002."
"Bagaimana status rekanan LEMTEK KONSULTAN INDONESIA?","LEMTEK KONSULTAN INDONESIA memiliki status rekanan Registered."
